# CENSUS TRACT,PRIMARY,OTHER,ALL
050850204,2,1,3
050850205,4,0,4
050850207,1,0,1
050870110,1,0,1
050879602,4,3,7
050899602,5,3,8
050899603,1,4,5
050910201,2,1,3
050910202,1,3,4
050910203,1,4,5
050910204,1,0,1
050910207,3,3,6
050910208,13,0,13
050910209,0,1,1
050930101,7,3,10
050930102,3,0,3
050930104,1,0,1
050930106,14,4,18
050930108,2,0,2
050930110,6,1,7
050930111,1,1,2
050959501,3,0,3
050959502,1,1,2
050959503,2,1,3
050979530,3,1,4
050979532,2,0,2
050999902,3,0,3
051019802,2,2,4
051019905,0,1,1
051039501,1,0,1
051039502,3,0,3
051039503,2,0,2
051039504,8,3,11
051039506,3,3,6
051059528,3,0,3
051079801,9,6,15
051079802,2,1,3
051079803,0,1,1
051079804,10,1,11
051079806,1,0,1
051099533,3,0,3
051099535,4,1,5
051119901,1,0,1
051119903,3,0,3
051119905,2,1,3
051119907,3,0,3
051139501,1,0,1
051139502,11,10,21
051139503,2,0,2
051139504,1,0,1
051159507,1,0,1
051159508,0,1,1
051159509,2,0,2
051159511,1,1,2
051159512,2,0,2
051159513,2,9,11
051159514,6,7,13
051159515,31,14,45
051159516,7,14,21
051179601,1,0,1
051179602,1,0,1
051179603,1,0,1
051179805,1,0,1
051190001,5,9,14
051190002,1,0,1
051190003,2,1,3
051190005,2,0,2
051190006,7,6,13
051190008,1,0,1
051190009,0,3,3
051190010,92,57,149
051190014,10,7,17
051190015,42,99,141
051190016,18,49,67
051190017,66,210,276
051190018,7,13,20
051190019,1,0,1
051190020,4,0,4
051190021,73,169,242
051190022,83,201,284
051190023,1,3,4
051190024,56,210,266
051190025,0,5,5
051190027,1,0,1
051190029,9,7,16
051190030,1,2,3
051190031,2,7,9
051190032,2,1,3
051190033,13,24,37
051190034,2,2,4
051190035,3,0,3
051190036,22,7,29
051190037,25,26,51
051190038,13,29,42
051190039,0,2,2
051190040,3,2,5
051190041,7,10,17
051190042,114,369,483
051190043,17,25,42
051190104,1,2,3
051199527,0,1,1
051219601,1,1,2
051219603,10,3,13
051239601,1,0,1
051239604,4,1,5
051239605,10,5,15
051250101,18,17,35
051250102,2,1,3
051250103,21,14,35
051250104,5,1,6
051250105,12,13,25
051279501,1,0,1
051279502,5,1,6
051279503,1,0,1
051299702,3,1,4
051299703,0,1,1
051310003,1,0,1
051310004,0,1,1
051310005,1,0,1
051310006,20,26,46
051310007,5,10,15
051310008,13,21,34
051310009,47,0,47
051310010,12,46,58
051310011,31,76,107
051310012,3,6,9
051310013,47,43,90
051310101,4,5,9
051310102,8,2,10
051310103,2,6,8
051339801,1,0,1
051339802,1,0,1
051339803,10,2,12
051359702,4,3,7
051359703,2,1,3
051359901,1,0,1
051379501,1,1,2
051379502,9,3,12
051399502,1,0,1
051399503,1,0,1
051399504,5,2,7
051399505,1,0,1
051399506,3,6,9
051399507,22,16,38
051399508,24,29,53
051399509,2,1,3
051399510,1,0,1
051419601,7,0,7
051419802,2,1,3
051430101,53,85,138
051430102,1,0,1
051430103,16,4,20
051430104,6,10,16
051430105,16,9,25
051430106,3,3,6
051430107,36,39,75
051430108,10,34,44
051430109,5,0,5
051430110,4,2,6
051430111,9,3,12
051430112,17,32,49
051430213,2,0,2
051459701,1,0,1
051459704,3,8,11
051459705,1,1,2
051459706,1,0,1
051459707,20,14,34
051459708,8,5,13
051459709,10,22,32
051459711,0,1,1
051459712,6,0,6
051459805,1,0,1
051479804,2,0,2
051479902,3,0,3
051499523,7,5,12
051499525,7,1,8
051499526,1,0,1
060013920,2,1,3
060014001,12,18,30
060014002,2,8,10
060014003,12,14,26
060014004,14,19,33
060014005,2,3,5
060014006,3,0,3
060014007,1,8,9
060014008,3,1,4
060014010,19,42,61
060014011,8,20,28
060014012,3,2,5
060014013,74,153,227
060014016,0,1,1
060014017,1,2,3
060014019,0,4,4
060014020,0,1,1
060014024,1,0,1
060014025,0,3,3
060014027,1,2,3
060014028,1,0,1
060014029,10,18,28
060014030,16,9,25
060014031,1,4,5
060014032,3,3,6
060014033,0,1,1
060014034,11,5,16
060014035,2,6,8
060014036,3,5,8
060014037,16,16,32
060014038,18,10,28
060014039,5,4,9
060014040,118,84,202
060014041,21,15,36
060014042,9,28,37
060014043,17,30,47
060014044,17,22,39
060014045,29,56,85
060014046,10,39,49
060014047,8,14,22
060014048,9,7,16
060014049,1,2,3
060014050,8,7,15
060014051,22,10,32
060014052,7,5,12
060014053,6,12,18
060014054,2,1,3
060014055,2,1,3
060014057,43,48,91
060014059,0,1,1
060014060,2,0,2
060014061,2,2,4
060014062,9,1,10
060014063,1,2,3
060014064,2,1,3
060014066,2,0,2
060014067,11,15,26
060014068,5,1,6
060014069,3,2,5
060014070,3,2,5
060014071,4,5,9
060014072,1,1,2
060014075,2,0,2
060014076,1,3,4
060014077,1,1,2
060014078,2,3,5
060014079,1,4,5
060014080,10,6,16
060014081,17,28,45
060014082,0,2,2
060014083,1,1,2
060014085,0,1,1
060014086,1,1,2
060014089,1,0,1
060014090,2,2,4
060014093,3,0,3
060014097,1,0,1
060014098,1,0,1
060014099,8,10,18
060014100,5,5,10
060014101,3,4,7
060014102,1,0,1
060014104,1,0,1
060014201,6,5,11
060014202,5,7,12
060014203,10,8,18
060014204,2,1,3
060014205,6,6,12
060014206,14,10,24
060014211,10,21,31
060014212,19,37,56
060014213,9,17,26
060014214,6,4,10
060014215,20,25,45
060014216,22,21,43
060014217,17,9,26
060014218,8,5,13
060014219,5,3,8
060014220,2,6,8
060014222,4,3,7
060014223,4,5,9
060014224,7,22,29
060014225,12,7,19
060014226,12,17,29
060014227,0,9,9
060014228,1,3,4
060014229,8,25,33
060014230,1,4,5
060014231,1,6,7
060014233,3,2,5
060014234,6,3,9
060014235,7,23,30
060014236,42,32,74
060014237,11,23,34
060014238,16,43,59
060014239,46,103,149
060014240,4,1,5
060014251,15,30,45
060014261,32,72,104
060014262,15,18,33
060014271,3,5,8
060014272,2,1,3
060014273,3,8,11
060014276,0,1,1
060014277,5,5,10
060014278,7,8,15
060014279,8,11,19
060014280,6,5,11
060014281,14,2,16
060014282,4,6,10
060014283,24,22,46
060014284,8,5,13
060014285,7,10,17
060014286,2,6,8
060014301,8,17,25
060014302,7,6,13
060014303,5,7,12
060014304,0,3,3
060014305,4,0,4
060014306,8,4,12
060014307,2,3,5
060014308,0,2,2
060014309,24,50,74
060014310,0,2,2
060014311,1,5,6
060014312,2,8,10
060014321,1,2,3
060014322,3,1,4
060014323,1,0,1
060014324,0,1,1
060014326,10,18,28
060014327,6,4,10
060014328,7,14,21
060014329,2,1,3
060014331,15,30,45
060014332,0,3,3
060014333,1,0,1
060014334,5,2,7
060014335,0,1,1
060014337,1,0,1
060014338,6,7,13
060014339,0,3,3
060014351,14,11,25
060014352,0,2,2
060014353,2,1,3
060014354,5,7,12
060014355,5,3,8
060014356,1,0,1
060014357,0,1,1
060014358,2,0,2
060014359,1,0,1
060014361,0,1,1
060014364,7,8,15
060014365,1,1,2
060014368,4,1,5
060014369,0,2,2
060014371,5,7,12
060014372,3,1,4
060014373,23,15,38
060014376,2,1,3
060014377,0,5,5
060014380,0,1,1
060014381,2,1,3
060014382,1,1,2
060014384,53,79,132
060014402,1,1,2
060014403,15,22,37
060014411,4,5,9
060014412,6,4,10
060014413,2,2,4
060014414,5,5,10
060014415,26,30,56
060014416,1,3,4
060014417,3,5,8
060014418,15,12,27
060014419,103,119,222
060014420,6,10,16
060014421,3,3,6
060014422,5,7,12
060014423,0,3,3
060014424,3,6,9
060014425,3,2,5
060014426,8,10,18
060014427,2,1,3
060014429,0,2,2
060014430,1,1,2
060014431,20,37,57
060014432,7,7,14
060014433,4,2,6
060014441,3,1,4
060014442,2,0,2
060014443,1,1,2
060014444,1,0,1
060014445,4,0,4
060014446,0,4,4
060014501,2,5,7
060014502,5,6,11
060014503,1,3,4
060014504,1,2,3
060014505,5,8,13
060014506,53,53,106
060014507,47,67,114
060014511,6,7,13
060014512,0,1,1
060014513,1,1,2
060014514,3,4,7
060014515,3,6,9
060014516,12,18,30
060014517,2,4,6
060050001,4,7,11
060050002,8,5,13
060050003,4,4,8
060050004,21,11,32
060050005,4,5,9
060070001,5,3,8
060070002,2,0,2
060070003,16,44,60
060070004,12,17,29
060070005,6,5,11
060070006,5,10,15
060070007,19,48,67
060070008,11,12,23
060070009,11,15,26
060070010,2,3,5
060070011,3,0,3
060070012,0,2,2
060070013,0,1,1
060070014,4,8,12
060070015,5,4,9
060070016,3,11,14
060070017,3,1,4
060070018,7,11,18
060070019,3,6,9
060070020,8,6,14
060070021,8,12,20
060070022,5,8,13
060070023,6,11,17
060070024,1,0,1
060070025,2,1,3
060070026,4,5,9
060070027,4,4,8
060070028,6,0,6
060070029,4,4,8
060070030,13,13,26
060070031,2,2,4
060070034,1,0,1
060070035,6,1,7
060090001,13,9,22
060090002,3,4,7
060090003,4,3,7
060090004,1,0,1
060090005,7,4,11
060110002,5,4,9
060110003,1,1,2
060110005,1,1,2
060133010,1,0,1
060133020,2,2,4
060133031,2,1,3
060133032,6,8,14
060133040,4,5,9
060133050,1,0,1
060133060,3,2,5
060133071,1,1,2
060133072,30,3,33
060133080,9,8,17
060133090,0,1,1
060133120,1,3,4
060133131,10,6,16
060133132,4,2,6
060133141,1,0,1
060133150,0,1,1
060133160,1,0,1
060133170,2,0,2
060133180,29,8,37
060133190,2,1,3
060133200,4,5,9
060133211,48,66,114
060133212,3,1,4
060133220,7,9,16
060133230,9,6,15
060133240,5,5,10
060133250,2,1,3
060133260,5,2,7
060133270,2,6,8
060133280,3,5,8
060133290,33,61,94
060133300,1,0,1
060133310,4,1,5
060133320,0,2,2
060133331,5,2,7
060133332,2,0,2
060133340,6,7,13
060133350,0,1,1
060133361,0,1,1
060133362,1,2,3
060133371,1,1,2
060133372,3,2,5
060133373,4,5,9
060133381,3,2,5
060133382,22,37,59
060133383,53,147,200
060133390,57,101,158
060133400,14,32,46
060133410,8,14,22
060133420,8,5,13
060133430,39,50,89
060133440,13,9,22
060133451,59,98,157
060133452,33,53,86
060133461,22,52,74
060133462,18,33,51
060133470,20,38,58
060133480,15,44,59
060133490,14,33,47
060133500,14,29,43
060133511,29,46,75
060133512,11,16,27
060133521,9,25,34
060133522,14,18,32
060133530,40,64,104
060133540,37,65,102
060133551,42,67,109
060133552,2,2,4
060133553,18,24,42
060133560,7,7,14
060133570,2,4,6
060133580,2,0,2
060133591,30,38,68
060133592,10,8,18
060133601,8,5,13
060133602,2,1,3
060133610,1,7,8
060133620,6,1,7
060133630,3,3,6
060133640,1,1,2
060133650,7,10,17
060133660,1,2,3
060133671,0,1,1
060133672,1,5,6
060133690,10,28,38
060133700,5,5,10
060133710,2,2,4
060133720,0,12,12
060133740,0,1,1
060133760,24,17,41
060133770,1,0,1
060133780,4,8,12
060133800,10,7,17
060133810,4,4,8
060133820,1,2,3
060133830,1,2,3
060133840,7,7,14
060133851,5,9,14
060133852,7,6,13
060133860,2,2,4
060133870,3,4,7
060133880,0,1,1
060133891,1,2,3
060133901,0,7,7
060133902,4,3,7
060133910,12,10,22
060133920,5,11,16
060134212,0,1,1
060150001,23,18,41
060150002,5,7,12
060170201,0,1,1
060170301,0,1,1
060170302,6,14,20
060170303,8,9,17
060170304,11,20,31
060170305,1,3,4
060170306,4,5,9
060170307,16,30,46
060170308,25,23,48
060170309,3,2,5
060170310,2,4,6
060170311,5,7,12
060170312,24,17,41
060170313,5,5,10
060170314,2,5,7
060170315,11,11,22
060190001,4,3,7
060190002,1,3,4
060190003,1,0,1
060190004,1,1,2
060190005,24,28,52
060190006,7,10,17
060190009,1,0,1
060190010,1,0,1
060190011,0,2,2
060190014,13,16,29
060190016,4,0,4
060190017,2,0,2
060190018,0,2,2
060190019,2,1,3
060190022,4,9,13
060190023,2,1,3
060190024,1,0,1
060190026,3,3,6
060190027,65,41,106
060190028,0,1,1
060190029,3,1,4
060190030,4,7,11
060190031,5,6,11
060190032,0,1,1
060190033,5,5,10
060190034,11,18,29
060190035,0,3,3
060190036,2,2,4
060190037,1,0,1
060190038,1,4,5
060190039,2,0,2
060190040,6,0,6
060190042,37,25,62
060190043,58,100,158
060190044,99,139,238
060190045,42,90,132
060190046,5,14,19
060190047,1,1,2
060190049,6,8,14
060190050,7,4,11
060190051,9,6,15
060190052,4,10,14
060190053,20,17,37
060190054,42,49,91
060190055,142,225,367
060190056,22,9,31
060190057,8,13,21
060190058,10,4,14
060190059,17,25,42
060190060,9,0,9
060190061,1,0,1
060190062,5,0,5
060190063,5,5,10
060190064,7,6,13
060190065,1,0,1
060190066,11,4,15
060190067,2,1,3
060190068,1,1,2
060190069,1,1,2
060190070,9,2,11
060190071,1,0,1
060190072,8,1,9
060190074,1,0,1
060190075,1,0,1
060190077,3,1,4
060190079,0,2,2
060190080,1,0,1
060190081,5,1,6
060190082,1,0,1
060190084,1,0,1
060210101,4,1,5
060210103,0,1,1
060210104,5,5,10
060210105,1,0,1
060230001,2,12,14
060230002,0,4,4
060230003,3,1,4
060230004,0,4,4
060230005,1,4,5
060230006,24,37,61
060230007,13,11,24
060230008,9,22,31
060230009,14,9,23
060230010,10,8,18
060230011,12,12,24
060230012,4,7,11
060230101,9,1,10
060230102,6,6,12
060230103,1,1,2
060230104,2,3,5
060230105,6,6,12
060230106,1,3,4
060230107,0,6,6
060230108,8,2,10
060230109,14,12,26
060230110,2,1,3
060230111,2,0,2
060230112,3,0,3
060230113,3,3,6
060250101,1,0,1
060250104,2,2,4
060250105,2,0,2
060250106,13,10,23
060250110,2,1,3
060250111,2,2,4
060250112,1,0,1
060250113,1,3,4
060250115,1,5,6
060250116,0,5,5
060250117,7,6,13
060250118,12,21,33
060250119,0,3,3
060250120,1,0,1
060250121,4,11,15
060250122,1,0,1
060250123,1,0,1
060250124,1,0,1
060250456,1,0,1
060270001,1,2,3
060270002,0,1,1
060270003,4,5,9
060270004,17,11,28
060270005,1,0,1
060270006,4,2,6
060290001,8,27,35
060290002,0,1,1
060290005,8,9,17
060290006,33,23,56
060290007,1,4,5
060290008,3,3,6
060290009,49,78,127
060290010,2,1,3
060290011,0,2,2
060290012,33,23,56
060290013,1,0,1
060290014,1,0,1
060290016,21,49,70
060290017,21,59,80
060290018,34,53,87
060290019,1,2,3
060290020,1,0,1
060290022,1,0,1
060290023,1,0,1
060290025,0,2,2
060290027,1,0,1
060290028,122,117,239
060290029,1,2,3
060290031,7,14,21
060290032,3,2,5
060290033,2,3,5
060290035,5,4,9
060290037,1,1,2
060290038,33,31,64
060290041,3,1,4
060290043,2,0,2
060290044,6,0,6
060290046,1,1,2
060290047,5,0,5
060290049,4,0,4
060290050,17,10,27
060290051,7,5,12
060290052,10,5,15
060290053,1,1,2
060290054,26,9,35
060290055,4,3,7
060290057,10,4,14
060290058,1,1,2
060290060,10,6,16
060290061,9,2,11
060290062,2,0,2
060290064,0,1,1
060310001,2,1,3
060310002,1,0,1
060310004,13,4,17
060310006,13,15,28
060310007,5,2,7
060310008,0,1,1
060310009,8,10,18
060310010,19,19,38
060310013,1,0,1
060310014,4,0,4
060310015,3,1,4
060310017,1,0,1
060330001,2,0,2
060330002,0,1,1
060330003,7,13,20
060330004,6,10,16
060330005,3,3,6
060330006,0,2,2
060330008,9,4,13
060330009,3,4,7
060330010,2,0,2
060330011,2,0,2
060330012,0,3,3
060330013,6,4,10
060350005,0,3,3
060350401,1,0,1
060350403,17,5,22
060350405,2,2,4
060350406,0,1,1
060370059,0,2,2
060371011,3,1,4
060371012,5,0,5
060371013,2,5,7
060371014,1,1,2
060371021,1,4,5
060371031,0,3,3
060371032,3,1,4
060371033,4,1,5
060371034,1,3,4
060371041,1,2,3
060371042,1,0,1
060371044,2,0,2
060371046,1,0,1
060371060,10,17,27
060371061,3,3,6
060371064,1,3,4
060371065,0,4,4
060371066,48,62,110
060371070,1,0,1
060371081,30,36,66
060371082,15,22,37
060371091,19,11,30
060371092,0,6,6
060371093,0,2,2
060371094,2,0,2
060371096,8,5,13
060371097,1,1,2
060371098,0,2,2
060371111,0,1,1
060371112,25,31,56
060371113,25,20,45
060371114,4,13,17
060371131,10,12,22
060371132,16,20,36
060371133,18,14,32
060371134,2,4,6
060371151,20,28,48
060371152,14,18,32
060371153,6,13,19
060371154,21,20,41
060371171,1,2,3
060371172,22,42,64
060371173,4,8,12
060371174,6,7,13
060371175,2,1,3
060371190,2,1,3
060371192,1,1,2
060371193,7,2,9
060371197,1,1,2
060371198,1,0,1
060371199,2,0,2
060371200,3,8,11
060371201,3,4,7
060371203,1,0,1
060371204,63,52,115
060371210,0,1,1
060371211,2,1,3
060371212,11,4,15
060371218,1,2,3
060371220,2,2,4
060371221,1,4,5
060371222,1,1,2
060371224,0,2,2
060371231,2,1,3
060371232,2,0,2
060371233,5,5,10
060371234,2,2,4
060371235,6,1,7
060371236,1,5,6
060371237,2,0,2
060371238,5,5,10
060371239,0,1,1
060371240,9,10,19
060371241,2,5,7
060371242,1,0,1
060371243,2,0,2
060371244,6,2,8
060371245,4,3,7
060371246,9,12,21
060371247,16,30,46
060371249,1,5,6
060371251,5,10,15
060371252,1,2,3
060371253,1,3,4
060371254,1,5,6
060371255,2,1,3
060371256,2,2,4
060371271,2,7,9
060371272,0,3,3
060371273,3,5,8
060371274,3,4,7
060371275,1,1,2
060371276,3,4,7
060371277,4,2,6
060371278,55,80,135
060371279,3,2,5
060371281,3,2,5
060371282,6,4,10
060371283,5,0,5
060371284,1,2,3
060371285,4,8,12
060371286,2,1,3
060371287,15,30,45
060371288,4,10,14
060371289,24,49,73
060371310,8,15,23
060371311,1,1,2
060371313,0,1,1
060371314,38,39,77
060371316,1,1,2
060371317,3,4,7
060371318,2,7,9
060371319,1,1,2
060371320,2,5,7
060371321,3,2,5
060371323,6,12,18
060371325,2,3,5
060371327,0,1,1
060371329,1,4,5
060371330,1,2,3
060371331,2,3,5
060371340,4,0,4
060371341,12,5,17
060371342,1,0,1
060371343,16,5,21
060371344,66,73,139
060371345,7,2,9
060371347,1,1,2
060371348,2,2,4
060371349,6,5,11
060371351,21,21,42
060371352,9,16,25
060371370,3,16,19
060371371,55,81,136
060371372,6,4,10
060371373,7,18,25
060371374,23,34,57
060371375,20,55,75
060371380,8,6,14
060371390,2,4,6
060371392,8,24,32
060371393,8,10,18
060371394,82,126,208
060371395,18,31,49
060371396,21,39,60
060371397,91,240,331
060371398,32,55,87
060371411,8,12,20
060371412,19,14,33
060371413,29,30,59
060371414,15,33,48
060371415,17,43,60
060371416,12,40,52
060371417,12,14,26
060371431,11,26,37
060371432,2,5,7
060371433,7,12,19
060371434,3,6,9
060371435,7,5,12
060371436,12,14,26
060371437,8,20,28
060371438,18,16,34
060371439,21,33,54
060371810,10,4,14
060371813,2,3,5
060371814,3,5,8
060371815,1,0,1
060371816,2,1,3
060371831,7,4,11
060371832,5,1,6
060371833,3,0,3
060371834,1,1,2
060371835,1,1,2
060371836,1,0,1
060371837,4,8,12
060371838,4,0,4
060371851,4,11,15
060371852,4,7,11
060371853,0,2,2
060371861,3,3,6
060371862,4,1,5
060371863,5,4,9
060371864,0,1,1
060371871,0,4,4
060371873,7,3,10
060371881,7,6,13
060371882,17,29,46
060371883,6,0,6
060371891,30,35,65
060371892,19,28,47
060371893,12,29,41
060371894,7,9,16
060371895,3,12,15
060371896,7,13,20
060371897,8,19,27
060371898,6,15,21
060371899,11,27,38
060371901,6,9,15
060371902,2,0,2
060371903,3,2,5
060371904,1,4,5
060371905,2,3,5
060371907,5,8,13
060371908,3,6,9
060371909,2,3,5
060371910,2,1,3
060371911,4,2,6
060371912,86,136,222
060371913,148,138,286
060371914,3,1,4
060371915,1,2,3
060371916,4,4,8
060371917,0,4,4
060371919,4,9,13
060371920,4,8,12
060371923,12,16,28
060371924,5,8,13
060371925,1,3,4
060371926,2,2,4
060371927,1,0,1
060371941,26,31,57
060371942,21,26,47
060371943,3,14,17
060371944,12,15,27
060371945,8,6,14
060371951,5,15,20
060371952,13,15,28
060371953,5,1,6
060371954,2,7,9
060371955,3,11,14
060371956,1,1,2
060371957,5,13,18
060371958,1,0,1
060371959,2,4,6
060371971,3,7,10
060371972,1,4,5
060371973,4,2,6
060371974,0,3,3
060371975,1,3,4
060371976,1,2,3
060371977,5,7,12
060371990,2,1,3
060371992,5,3,8
060371993,1,6,7
060371994,0,1,1
060371997,0,1,1
060371998,0,1,1
060372011,2,2,4
060372013,23,38,61
060372014,4,2,6
060372015,2,0,2
060372016,1,1,2
060372017,2,0,2
060372033,91,428,519
060372034,2,0,2
060372035,87,48,135
060372036,41,53,94
060372039,1,0,1
060372042,1,0,1
060372044,3,1,4
060372045,2,0,2
060372046,1,0,1
060372047,1,1,2
060372048,3,2,5
060372049,2,1,3
060372051,1,3,4
060372060,4,27,31
060372062,10,8,18
060372063,0,1,1
060372071,23,15,38
060372073,0,1,1
060372074,5,14,19
060372075,10,20,30
060372077,3,5,8
060372079,4,7,11
060372080,1,0,1
060372083,4,2,6
060372084,2,2,4
060372085,15,51,66
060372086,3,6,9
060372087,1,6,7
060372088,7,37,44
060372089,6,8,14
060372091,17,59,76
060372092,13,44,57
060372094,7,5,12
060372095,1,0,1
060372098,3,0,3
060372100,10,4,14
060372110,14,27,41
060372111,4,7,11
060372112,1,0,1
060372113,1,1,2
060372114,11,13,24
060372115,7,7,14
060372117,3,15,18
060372118,16,14,30
060372119,0,1,1
060372121,1,1,2
060372122,6,1,7
060372123,4,8,12
060372124,3,1,4
060372125,1,1,2
060372126,2,3,5
060372127,15,16,31
060372128,3,1,4
060372129,1,0,1
060372131,12,2,14
060372132,6,10,16
060372133,3,4,7
060372134,2,3,5
060372140,11,19,30
060372141,3,28,31
060372144,3,2,5
060372145,25,43,68
060372146,9,3,12
060372147,17,23,40
060372148,19,59,78
060372149,139,309,448
060372151,12,18,30
060372161,4,4,8
060372162,5,9,14
060372163,28,54,82
060372164,15,19,34
060372167,1,2,3
060372168,8,4,12
060372169,2,6,8
060372170,13,16,29
060372171,0,1,1
060372172,2,1,3
060372181,1,0,1
060372182,2,10,12
060372184,1,0,1
060372185,0,1,1
060372186,0,1,1
060372187,1,5,6
060372188,1,0,1
060372189,1,1,2
060372193,1,0,1
060372195,0,2,2
060372197,1,1,2
060372199,0,2,2
060372200,0,2,2
060372201,2,0,2
060372211,1,0,1
060372212,2,0,2
060372213,8,8,16
060372214,1,3,4
060372216,1,0,1
060372217,2,0,2
060372218,4,8,12
060372219,2,0,2
060372220,0,1,1
060372222,0,1,1
060372227,1,9,10
060372240,26,28,54
060372242,3,5,8
060372243,0,1,1
060372244,2,4,6
060372246,4,6,10
060372247,2,3,5
060372260,2,4,6
060372264,3,0,3
060372270,1,0,1
060372283,1,1,2
060372285,2,0,2
060372294,2,0,2
060372314,1,0,1
060372315,5,0,5
060372316,0,1,1
060372317,1,1,2
060372318,2,3,5
060372319,1,0,1
060372324,0,1,1
060372328,1,2,3
060372340,5,1,6
060372342,2,4,6
060372343,4,2,6
060372345,1,1,2
060372346,0,1,1
060372349,0,2,2
060372351,4,0,4
060372352,0,4,4
060372360,6,16,22
060372361,17,17,34
060372364,15,11,26
060372377,1,0,1
060372378,0,1,1
060372379,6,1,7
060372380,1,1,2
060372383,0,1,1
060372384,3,1,4
060372392,1,1,2
060372397,1,0,1
060372402,1,1,2
060372403,2,0,2
060372404,1,0,1
060372406,1,0,1
060372410,4,0,4
060372411,3,1,4
060372413,1,0,1
060372414,1,0,1
060372421,0,1,1
060372423,1,0,1
060372427,8,2,10
060372611,34,68,102
060372612,17,46,63
060372621,19,45,64
060372622,18,65,83
060372623,44,140,184
060372624,12,41,53
060372625,12,15,27
060372626,35,111,146
060372627,17,41,58
060372628,13,36,49
060372640,15,50,65
060372641,34,64,98
060372643,69,121,190
060372651,16,34,50
060372652,57,165,222
060372653,167,500,667
060372654,19,49,68
060372655,60,101,161
060372656,23,45,68
060372657,27,35,62
060372671,17,74,91
060372672,21,37,58
060372673,16,34,50
060372674,49,88,137
060372675,32,26,58
060372676,2,13,15
060372677,10,21,31
060372678,12,15,27
060372679,45,123,168
060372690,15,49,64
060372691,18,27,45
060372693,9,32,41
060372695,14,16,30
060372696,2,2,4
060372697,3,8,11
060372698,2,2,4
060372699,43,60,103
060372701,5,12,17
060372702,2,1,3
060372703,43,61,104
060372711,9,25,34
060372712,4,11,15
060372713,2,9,11
060372714,7,7,14
060372715,8,18,26
060372716,12,19,31
060372717,39,76,115
060372718,21,24,45
060372719,17,22,39
060372721,3,5,8
060372722,4,5,9
060372723,6,5,11
060372731,4,4,8
060372732,1,1,2
060372733,2,4,6
060372734,4,12,16
060372735,2,6,8
060372736,3,5,8
060372737,1,7,8
060372738,3,2,5
060372739,11,13,24
060372741,3,10,13
060372742,11,32,43
060372751,2,2,4
060372752,1,6,7
060372753,24,28,52
060372754,1,8,9
060372755,1,1,2
060372756,1,1,2
060372760,6,24,30
060372761,11,12,23
060372764,3,7,10
060372765,2,4,6
060372766,10,24,34
060372770,18,25,43
060372771,1,1,2
060372772,1,1,2
060372780,17,28,45
060372781,12,23,35
060372912,0,3,3
060372913,1,2,3
060372920,0,3,3
060372932,2,4,6
060372933,17,9,26
060372941,1,1,2
060372942,0,1,1
060372943,1,0,1
060372944,48,57,105
060372945,2,2,4
060372946,3,1,4
060372948,1,1,2
060372951,4,6,10
060372963,3,7,10
060372964,6,8,14
060372965,0,1,1
060372966,2,6,8
060372969,2,1,3
060372970,2,11,13
060372971,1,4,5
060372973,0,5,5
060372974,6,9,15
060372975,2,8,10
060372976,5,4,9
060373001,10,7,17
060373002,2,2,4
060373003,6,7,13
060373004,3,8,11
060373005,14,13,27
060373006,7,10,17
060373007,41,58,99
060373008,29,35,64
060373009,45,56,101
060373010,48,60,108
060373011,10,11,21
060373012,23,29,52
060373013,8,9,17
060373014,4,10,14
060373015,11,8,19
060373016,8,6,14
060373017,6,2,8
